,desc_keywords
206,"{'faucet': 2, 'track': 2, 'ski': 2, 'drip': 2, 'failure': 1, 'upbeat': 1, 'mask': 1, 'slump': 1, 'god': 1, 'feature': 1, 'flex': 1, 'expensive': 1, 'clothing': 1, 'compare': 1, 'way': 1, 'break': 1, 'instrumental': 1, 'center': 1, 'steel': 1, 'drum': 1, 'horn': 1, 'line': 1, 'boom': 1, 'bass': 1, 'background': 1, 'preview': 1, 'song': 1, 'video': 1, 'october': 1}"
207,"{'song': 2, 'single': 2, 'brother': 2, 'late': 2, 'sucker': 1, 'upbeat': 1, 'pop': 1, 'band': 1, 'year': 1, 'portray': 1, 'infatuate': 1, 'great': 1, 'length': 1, 'light': 1, 'rock': 1, 'instrumentation': 1, 'track': 1, 'minimal': 1, 'leave': 1, 'central': 1, 'focus': 1, 'vocal': 1, 'comeback': 1, 'tease': 1, 'youtube': 1, 'video': 1, 'release': 1, 'james': 1, 'corden': 1, 'confirm': 1, 'twitter': 1, 'post': 1}"
208,"{'skies': 3, 'track': 2, 'intro': 1, 'lil': 1, 'album': 1, 'shelby': 1, 'reminisce': 1, 'experience': 1, 'love': 1, 'personal': 1, 'struggle': 1, 'memory': 1, 'know': 1, 'lot': 1, 'trouble': 1, 'deal': 1, 'depression': 1, 'express': 1, 'cope': 1, 'smoking': 1, 'marijuana': 1, 'mention': 1, 'music': 1, 'sober': 1}"
209,{}
210,"{'juice': 2, 'new': 2, 'upbeat': 1, 'somber': 1, 'hear': 1, 'wrld': 1, 'reflect': 1, 'past': 1, 'heartbreak': 1, 'lover': 1, 'usual': 1, 'emo': 1, 'rap': 1, 'sound': 1, 'expand': 1, 'relationship': 1, 'happiness': 1, 'security': 1, 'bring': 1, 'track': 1, 'preview': 1, 'month': 1, 'release': 1, 'inclusion': 1, 'death': 1, 'race': 1, 'love': 1}"
211,"{'release': 3, 'dan': 2, 'reynolds': 2, 'aja': 2, 'volkman': 2, 'divorce': 2, 'bad': 2, 'liar': 2, 'fourth': 2, 'origin': 2, 'day': 2, 'touch': 1, 'topic': 1, 'tough': 1, 'year': 1, 'lead': 1, 'singer': 1, 'wife': 1, 'follow': 1, 'announcement': 1, 'april': 1, 'single': 1, 'imagine': 1, 'dragons': 1, 'studio': 1, 'album': 1, 'track': 1, 'pair': 1, 'announce': 1, 'sign': 1, 'paper': 1, 'date': 1, 'marriage': 1, 'frontman': 1, 'recruit': 1, 'ex': 1, 'help': 1, 'song': 1, 'explain': 1, 'interview': 1, 'place': 1, 'co': 1, 'writer': 1}"
212,"{'eilish': 3, 'instagram': 3, 'gay': 3, 'like': 3, 'song': 3, 'release': 3, 'write': 2, 'year': 2, 'explain': 1, 'livestream': 1, 'wish': 1, 'feel': 1, 'reject': 1, 'boy': 1, 'time': 1, 'billie': 1, 'think': 1, 'shitty': 1, 'person': 1, 'want': 1, 'reason': 1, 'find': 1, 'post': 1, 'small': 1, 'snippet': 1, 'day': 1, 'march': 1, 'reveal': 1, 'demo': 1, 'version': 1, 'circulate': 1, 'official': 1, 'rerecording': 1, 'professional': 1, 'address': 1, 'accusation': 1, 'homophobia': 1, 'pop': 1, 'buzz': 1, 'interview': 1}"
213,"{'scott': 4, 'travis': 3, 'song': 3, 'track': 2, 'album': 2, 'chainz': 2, 'reference': 2, 'single': 2, 'debut': 2, 'feature': 2, 'sixth': 1, 'chainzs': 1, 'anticipate': 1, 'rap': 1, 'league': 1, 'longtime': 1, 'collaborator': 1, 'deliver': 1, 'verse': 1, 'kfc': 1, 'previous': 1, 'multiple': 1, 'automobile': 1, 'time': 1, 'work': 1, 'release': 1, 'upcoming': 1, 'mixtape': 1, 'owl': 1, 'pharoah': 1, 'title': 1, 'upper': 1, 'echelon': 1, 't.i': 1, 'come': 1, 'future': 1, 'scotts': 1, 'rodeo': 1, 'year': 1, 'pretty': 1, 'girls': 1, 'trap': 1, 'music': 1, 'chorus': 1}"
214,"{'song': 3, 'jt': 2, 'challenge': 2, 'post': 2, 'girl': 1, 'code': 1, 'standout': 1, 'yung': 1, 'miami': 1, 'rap': 1, 'act': 1, 'consequence': 1, 'release': 1, 'gain': 1, 'notoriety': 1, 'social': 1, 'medium': 1, 'participant': 1, 'video': 1, 'clip': 1, 'drink': 1, 'smoking': 1, 'twerking': 1, 'picture': 1, 'ex': 1, 'friend': 1, 'april': 1, 'interview': 1, 'lil': 1, 'yachty': 1, 'credit': 1, 'co': 1, 'writer': 1, 'write': 1, 'final': 1, 'verse': 1}"
215,{}
216,{}
217,"{'song': 3, 'american': 2, 'gomez': 2, 'feature': 2, 'bilingual': 1, 'electronic': 1, 'producer': 1, 'benny': 1, 'blanco': 1, 'tainy': 1, 'vocal': 1, 'singer': 1, 'selena': 1, 'colombian': 1, 'rapper': 1, 'j': 1, 'balvin': 1, 'distorted': 1, 'drum': 1, 'melody': 1, 'hum': 1, 'element': 1, 'moombahton': 1, 'latin': 1, 'pop': 1, 'music': 1, 'release': 1, 'blancos': 1, 'record': 1, 'label': 1, 'friend': 1, 'secret': 1}"
218,"{'chainz': 2, 'rule': 1, 'world': 1, 'rap': 1, 'respective': 1, 'partner': 1, 'ariana': 1, 'grande': 1, 'assist': 1, 'track': 1, 'arrive': 1, 'month': 1, 'ring': 1, 'remix': 1, 'follow': 1, 'multiple': 1, 'comparison': 1, 'previous': 1, 'work': 1}"
219,"{'lick': 2, 'momma': 1, 'hit': 1, 'direct': 1, 'collaboration': 1, 'chainz': 1, 'kendrick': 1, 'lamar': 1, 'pharell': 1, 'produce': 1, 'track': 1, 'boast': 1, 'success': 1, 'shout': 1, 'famous': 1, 'african': 1, 'americans': 1, 'mannie': 1, 'fresh': 1, 'fab': 1, 'vivica': 1, 'quickusually': 1, 'illegalway': 1, 'obtain': 1, 'money': 1, 'hustling': 1, 'robbery': 1}"
220,"{'juice': 2, 'second': 2, 'introduction': 1, 'wrlds': 1, 'studio': 1, 'album': 1, 'death': 1, 'race': 1, 'love': 1, 'talk': 1, 'deal': 1, 'soul': 1, 'cause': 1, 'broken': 1, 'heart': 1, 'drug': 1, 'include': 1, 'promethazine': 1, 'codeine': 1, 'lean': 1, 'dope': 1, 'pill': 1, 'verse': 1, 'wrld': 1, 'sing': 1, 'hopeful': 1, 'tone': 1, 'recent': 1, 'wealth': 1, 'gain': 1, 'impact': 1, 'depression': 1, 'lifestyle': 1}"
221,"{'fast': 1, 'juice': 1, 'wrld': 1, 'reflect': 1, 'life': 1, 'fame': 1, 'world': 1}"
222,"{'maze': 2, 'juice': 2, 'wrld': 2, 'drug': 2, 'second': 1, 'song': 1, 'sophomore': 1, 'album': 1, 'death': 1, 'race': 1, 'love': 1, 'talk': 1, 'feel': 1, 'stuck': 1, 'stick': 1, 'pattern': 1, 'numb': 1, 'pain': 1, 'lose': 1, 'mind': 1}"
223,"{'marshmello': 3, 'song': 3, 'release': 3, 'chvrches': 2, 'social': 2, 'medium': 2, 'single': 1, 'collaboration': 1, 'synth': 1, 'pop': 1, 'trio': 1, 'track': 1, 'deal': 1, 'theme': 1, 'miss': 1, 'announce': 1, 'week': 1, 'day': 1, 'snippet': 1, 'march': 1, 'lyric': 1}"
224,"{'single': 2, 'bad': 1, 'official': 1, 'khalids': 1, 'second': 1, 'studio': 1, 'album': 1, 'free': 1, 'spirit': 1, 'release': 1, 'march': 1, 'song': 1, 'deal': 1, 'similar': 1, 'theme': 1, 'previous': 1, 'problem': 1, 'communication': 1, 'khalid': 1, 'lover': 1, 'time': 1, 'argument': 1, 'worsen': 1, 'tired': 1, 'face': 1, 'difficulty': 1}"
225,"{'wish': 2, 'song': 1, 'undo': 1, 'night': 1, 'unlove': 1, 'person': 1, 'break': 1, 'heart': 1, 'page': 1, 'rip': 1, 'diary': 1}"
226,{}
227,"{'rap': 2, 'flaw': 1, 'sins': 1, 'juice': 1, 'wrld': 1, 'sing': 1, 'true': 1, 'love': 1, 'significant': 1, 'share': 1, 'fear': 1, 'want': 1, 'money': 1, 'fame': 1, 'track': 1, 'certain': 1, 'country': 1, 'element': 1, 'run': 1, 'appear': 1, 'hip': 1, 'hop': 1, 'song': 1, 'idea': 1, 'explore': 1, 'community': 1, 'video': 1, 'genius': 1}"
229,"{'peep': 6, 'song': 5, 'lil': 4, 'january': 4, 'makonnen': 3, 'single': 2, 'ilovemakonnen': 2, 'release': 2, 'pop': 2, 'band': 2, 'fall': 2, 'snippet': 2, 'hop': 2, 'favourite': 2, 'social': 2, 'wait': 1, 'intend': 1, 'official': 1, 'scrap': 1, 'album': 1, 'diamonds': 1, 'feature': 1, 'punk': 1, 'emo': 1, 'share': 1, 'drink': 1, 'water': 1, 'solo': 1, 'meet': 1, 'let': 1, 'collaboration': 1, 'preview': 1, 'refer': 1, 'fan': 1, 'die': 1, 'forget': 1, 'pie': 1, 'xxl': 1, 'magazine': 1, 'interview': 1, 'state': 1, 'hip': 1, 'artist': 1, 's': 1, 'laugh': 1, 'statement': 1, 'post': 1, 'tease': 1, 'media': 1, 'https://twitter.com/lilpeep/status/1090340985773740032': 1, 'announce': 1, 'peeps': 1, 'medium': 1, 'day': 1, 'pm': 1, 'est': 1, 'https://twitter.com/lilpeep/status/1090716069591990286': 1}"
230,"{'studio': 4, 'track': 4, 'fu': 3, 'come': 3, 'numb': 2, 'single': 2, 'qs': 2, 'video': 2, 'q': 2, 'rap': 2, 'game': 2, 'ready': 2, 'juice': 1, 'lead': 1, 'schoolboy': 1, 'fifth': 1, 'album': 1, 'appear': 1, 'instagram': 1, 'clip': 1, 'series': 1, 'hint': 1, 'social': 1, 'medium': 1, 'platform': 1, 'release': 1, 'march': 1, 'stream': 1, 'service': 1, 'menacing': 1, 'find': 1, 'return': 1, 'coin': 1, 'bar': 1, 'hop': 1, 'shoot': 1, 'opp': 1, 'jack': 1, 'boxwhich': 1, 'serve': 1, 'metaphor': 1, 'kill': 1, 'support': 1, 'youtube': 1, 'live': 1, 'premiere': 1, 'music': 1, 'producer': 1, 'dj': 1, 'talk': 1, 'song': 1, 'crazy': 1, 'sounwave': 1, 'baby': 1, 'keem': 1, 'cardo': 1, 'dawg]s': 1, 'son': 1, 'build': 1, 'new': 1, 'beat': 1, 'love': 1, 'like': 1, 'nah': 1, 'know': 1, 'main': 1, 'melody': 1, 'fix': 1}"
231,"{'song': 4, 'sally': 2, 'walker': 2, 'album': 2, 'track': 2, 'release': 2, 'video': 2, 'single': 1, 'iggy': 1, 'azaleas': 1, 'sophomore': 1, 'studio': 1, 'defense': 1, 'mark': 1, 'iggys': 1, 'independent': 1, 'personal': 1, 'label': 1, 'bad': 1, 'dreams': 1, 'sign': 1, 'empire': 1, 'partnership': 1, 'deal': 1, 'tease': 1, 'instagram': 1, 'post': 1, 'december': 1, 'drop': 1, 'month': 1, 'march': 1, 'produce': 1, 'j.': 1, 'white': 1, 'twerke': 1, 'anthem': 1, 'contrast': 1, 'origin': 1, 'little': 1, 'children': 1, 'nursery': 1, 'rhyme': 1, 'music': 1, 'direct': 1, 'colin': 1, 'tilley': 1, 'premiere': 1, 'day': 1, 'outro': 1, 'fan': 1, 'hear': 1, 'snippet': 1, 'title': 1, 'start': 1}"
232,"{'slow': 3, 'dark': 3, 'dancing': 2, 'joji': 2, 'continue': 1, 'lovelorn': 1, 'narrative': 1, 'previous': 1, 'single': 1, 'ambient': 1, 'instrumental': 1, 'time': 1, 'use': 1, 'metaphor': 1, 'characterize': 1, 'fail': 1, 'relationshipjust': 1, 'dance': 1, 'partner': 1, 'face': 1, 'relationship': 1, 'person': 1, 'intimate': 1, 'impersonal': 1, 'preview': 1, 'song': 1, 'blurry': 1, 'vision': 1, 'festival': 1, 'announce': 1, 'official': 1, 'release': 1, 'september': 1, '7th': 1, 'teaser': 1, 'photo': 1, 'music': 1, 'video': 1}"
233,"{'price': 2, 'head': 2, 'sixth': 1, 'track': 1, 'navs': 1, 'second': 1, 'studio': 1, 'album': 1, 'bad': 1, 'habit': 1, 'someones': 1, 'slang': 1, 'money': 1, 'reward': 1, 'kill': 1, 'capture': 1, 'person': 1}"
234,"{'mind': 2, 'logic': 2, 'work': 2, 'artist': 2, 'confession': 1, 'dangerous': 1, 'title': 1, 'track': 1, 'second': 1, 'single': 1, 'logics': 1, 'sixth': 1, 'studio': 1, 'album': 1, 'use': 1, 'song': 1, 'vent': 1, 'feeling': 1, 'insecurity': 1, 'drive': 1, 'live': 1, 'public': 1, 'eye': 1, 'constant': 1, 'comparison': 1, 'new': 1, 'old': 1, 'juxtaposition': 1, 'popular': 1, 'converse': 1, 'internet': 1, 'leave': 1, 'mental': 1, 'health': 1, 'issue': 1}"
235,"{'track': 3, 'nav': 2, 'discuss': 2, 'release': 2, 'tap': 1, 'serve': 1, 'collaboration': 1, 'meek': 1, 'mill': 1, 'feature': 1, 'navs': 1, 'sophomore': 1, 'studio': 1, 'album': 1, 'bad': 1, 'habit': 1, 'rapper': 1, 'privileged': 1, 'life': 1, 'humble': 1, 'origin': 1, 'official': 1, 'music': 1, 'video': 1, 'month': 1, 'june': 1}"
236,"{'track': 4, 'polo': 2, 'lil': 2, 'chicago': 2, 'g': 1, 'recruit': 1, 'come': 1, 'bronx': 1, 'rapper': 1, 'tjay': 1, 'time': 1, 'pop': 1, 'rap': 1, 'street': 1, 'tie': 1, 'rise': 1, 'fame': 1, 'popularity': 1, 'produce': 1, 'iceberg': 1, 'beatz': 1, 'jd': 1, 'tha': 1, 'feature': 1, 'piano': 1, 'electric': 1, 'guitar': 1, 'instrumental': 1, 'share': 1, 'element': 1, 'melodic': 1, 'trap': 1, 'drill': 1, 'receive': 1, 'gunna': 1, 'baby': 1, 'assist': 1, 'remix': 1, 'appear': 1, 'original': 1, 'native': 1, 'debut': 1, 'studio': 1, 'album': 1, 'die': 1, 'legend': 1, 'monumental': 1, 'peak': 1, 'billboard': 1, 'hot': 1, 'certify': 1, 'multi': 1, 'platinum': 1, 'riaa': 1}"
237,"{'ex': 4, 'song': 2, 'beginning': 1, 'mabel': 1, 'talk': 1, 'ruin': 1, 'time': 1, 'friend': 1, 'end': 1, 'cut': 1, 'want': 1}"
238,"{'hurrah': 1, 'lead': 1, 'single': 1, 'bebe': 1, 'rexhas': 1, 'upcoming': 1, 'second': 1, 'studio': 1, 'album': 1, 'singer': 1, 'start': 1, 'tease': 1, 'track': 1, 'november': 1, 'register': 1, 'month': 1, 'release': 1, 'february': 1, 'follow': 1, 'music': 1, 'video': 1, 'feb': 1}"
239,"{'track': 3, 'eilish': 3, 'video': 3, 'bad': 2, 'guy': 2, 'instagram': 2, 'beginning': 2, 'album': 2, 'release': 2, 'music': 2, 'billie': 2, 'song': 2, 'lil': 2, 'nas': 2, 'playful': 1, 'bass': 1, 'heavy': 1, 'taunt': 1, 'lover': 1, 'flaunt': 1, 'tough': 1, 'nature': 1, 'question': 1, 'prove': 1, 'exist': 1, 'tease': 1, 'snippet': 1, 'story': 1, 'interview': 1, 'popbuzz': 1, 'refer': 1, 'state': 1, 'know': 1, 'open': 1, 'day': 1, 'official': 1, 'upload': 1, 'youtube': 1, 'contain': 1, 'intro': 1, 'fall': 1, 'confirm': 1, 'receive': 1, 'comment': 1, 'fan': 1, 'post': 1, 'august': 1, '19th': 1, 'reach': 1, 'billboard': 1, 'hot': 1, 'person': 1, 'bear': 1, '21st': 1, 'century': 1, 'dethrone': 1, 'xs': 1, 'old': 1, 'town': 1, 'road': 1, 'hold': 1, 'spot': 1, 'consecutive': 1, 'week': 1, 'x': 1, 'congratulate': 1, 'achievement': 1, 'tweet': 1, 'https://twitter.com/lilnasx/status/1163547042376900610': 1, 'remix': 1, 'feature': 1, 'justin': 1, 'bieber': 1, 'july': 1}"
240,"{'song': 9, 'xanny': 5, 'eilish': 4, 'track': 4, 'drug': 3, 'bass': 3, 'recreational': 2, 'use': 2, 'know': 2, 'eilishs': 2, 'vocal': 2, 'bridge': 2, 'interview': 2, 'album': 2, 'question': 1, 'topic': 1, 'irresponsible': 1, 'title': 1, 'reference': 1, 'xanax': 1, 'prescription': 1, 'anxiety': 1, 'treatment': 1, 'depict': 1, 'hip': 1, 'hop': 1, 'music': 1, 'billie': 1, 'state': 1, 'message': 1, 'safe': 1, 'soft': 1, 'beat': 1, 'pace': 1, 'correspond': 1, 'subject': 1, 'matter': 1, 'minimal': 1, 'instrumentation': 1, 'include': 1, 'sparse': 1, 'bit': 1, 'guitar': 1, 'piano': 1, 'dirty': 1, 'synth': 1, 'heavy': 1, 'audio': 1, 'background': 1, 'dialogue': 1, 'hear': 1, 'conclude': 1, 'beautiful': 1, 'harmony': 1, 'acapella': 1, 'energy': 1, 'radio': 1, 'list': 1, 'favorite': 1, 'popbuzz': 1, 'speak': 1, 'beginning': 1, 'follow': 1, 'bad': 1, 'guy': 1, 'opening': 1, 'backing': 1, 'feature': 1, 'half': 1, 'fellow': 1, 'goodbye': 1, 'prove': 1, 'april': 1, '11th': 1, 'upload': 1, 'episode': 1, 'snippet': 1, 'billies': 1, 'mind': 1, 'youtube': 1, 'channel': 1, 'focus': 1, 'creation': 1, 'write': 1, 'group': 1, 'friend': 1, 'drunk': 1, 'throw': 1, 'verse': 1, 'smoke': 1, 'look': 1, 'chorus': 1, 'feel': 1, 'spotify': 1, 'artwork': 1, '@cat.station': 1, 'instagram': 1}"
241,"{'song': 7, 'crown': 5, 'eilishs': 5, 'video': 5, 'sherlock': 3, 'instagram': 3, 'eilish': 3, 'scene': 3, 'release': 3, 'youtube': 3, 'tv': 2, 'story': 2, 'artwork': 2, 'spider': 2, 'bbc': 2, 'share': 2, 's': 2, 'jiggy': 2, 'track': 2, 'music': 2, 'lead': 1, 'single': 1, 'debut': 1, 'album': 1, 'fall': 1, 'base': 1, 'singer': 1, 'tease': 1, 'june': 1, '15th': 1, 'lookout': 1, 'length': 1, 'leak': 1, 'day': 1, 'surprise': 1, 'drop': 1, 'feature': 1, 'symbol': 1, 'recurrent': 1, 'social': 1, 'medium': 1, 'post': 1, 'premiere': 1, 'radio': 1, 'host': 1, 'annie': 1, 'mac': 1, 'title': 1, 'inspire': 1, 'popular': 1, 'write': 1, 'cause': 1, 'jim': 1, 'moriarty': 1, 'brother': 1, 'fuck': 1, 'guess': 1, 'hour': 1, 'https://www.instagram.com/p/blyxxblabw_/?utm_source=ig_share_sheet&igshid=x1v92xem90lv': 1, 'spotify': 1, 'vertical': 1, 'exist': 1, 'allow': 1, 'tarantula': 1, 'crawl': 1, 'wear': 1, 'upload': 1, 'announce': 1, 'official': 1, 'animated': 1, 'march': 1, '18th': 1, 'exclusive': 1, 'apple': 1, 'receive': 1, 'april': 1, '17th': 1, 'month': 1, 'complete': 1, 'create': 1, 'partnership': 1, 'japanese': 1, 'artist': 1, 'takashi': 1, 'murakami': 1, 'otherworldly': 1, 'version': 1, 'tower': 1, 'miniature': 1, 'city': 1, 'transform': 1, 'murakamis': 1, 'signature': 1, 'smile': 1, 'flower': 1, 'appearance': 1, 'second': 1, 'preview': 1, 'view': 1, 'channel': 1, 'pair': 1, 'collaborate': 1, 'cover': 1, '16th': 1, 'issue': 1, 'garage': 1, 'magazine': 1}"
242,"{'strange': 4, 'addiction': 4, 'track': 4, 'instagram': 4, 'snippet': 4, 'story': 3, 'post': 3, 'song': 3, 'eilish': 2, 'unreleased': 2, 'album': 2, 'confirm': 2, 'believe': 2, 'tlc': 1, 'documentary': 1, 'series': 1, 'people': 1, 'unusual': 1, 'compulsive': 1, 'behavior': 1, 'tease': 1, 'mark': 1, 'week': 1, 'release': 1, 'follow': 1, 'point': 1, 'screenshotte': 1, 'tracklist': 1, 'circulate': 1, 'eilishs': 1, 'turn': 1, 'unrelated': 1, 'clip': 1, 'know': 1, 'wish': 1, 'breathe': 1, 'theory': 1, 'debunk': 1, 'popbuzz': 1, 'question': 1, 'unfinished': 1, 'include': 1, 'sample': 1, 'vocal': 1, 'season': 1, 'episode': 1, 'american': 1, 'situational': 1, 'comedy': 1, 'office': 1, 'spotify': 1, 'artwork': 1, '@tomatosita': 1}"
243,"{'nipsey': 4, 'hussles': 2, 'record': 2, 'good': 2, 'life': 2, 'debut': 2, 'album': 2, 'final': 1, 'untimely': 1, 'murder': 1, 'racks': 1, 'middle': 1, 'collaboration': 1, 'producer': 1, 'hit': 1, 'boy': 1, 'l.a.': 1, 'rapper': 1, 'roddy': 1, 'ricch': 1, 'song': 1, 'discuss': 1, 'fruit': 1, 'labor': 1, 'enjoy': 1, 'peak': 1, 'career': 1, 'year': 1, 'reflect': 1, 'feel': 1, 'grandma': 1, 'jet': 1, 'bring': 1, 'homie': 1, 'fatts': 1, 'success': 1, 'taste': 1, 'drop': 1, 'await': 1, 'acclaim': 1, 'victory': 1, 'lap': 1, 'february': 1, '16th': 1, 'billboard': 1, 'net': 1, 'grammy': 1, 'nomination': 1, 'best': 1, 'rap': 1, 'single': 1, 'release': 1, 'lifetime': 1, 'tragic': 1, 'death': 1, 'march': 1, '31st': 1}"
244,"{'track': 3, 'think': 3, 'good': 2, 'hell': 2, 'reference': 2, 'lyric': 2, 'finneas': 2, 'climate': 2, 'change': 2, 'tease': 2, 'instagram': 2, 'girl': 1, 'billie': 1, 'twist': 1, 'christian': 1, 'symbolism': 1, 'view': 1, 'religion': 1, 'find': 1, 'unreleased': 1, 'wanna': 1, 'pray': 1, 'god': 1, 'fake': 1, 'interview': 1, 'vulture': 1, 'confirm': 1, 'read': 1, 'fan': 1, 'girls': 1, 'love': 1, 's': 1, 'cause': 1, 'snippet': 1, 'eilish': 1, 'caption': 1, 'post': 1, 'upload': 1, 'september': 1, '26th': 1, ""o'connell"": 1, 'october': 1, '31st': 1, 'spotify': 1, 'artwork': 1, 'draw': 1, '@junkie.cowboy': 1}"
245,"{'song': 6, 'love': 5, 'track': 5, 'album': 3, 'eilish': 3, 'chorus': 2, 'second': 2, 'snippet': 2, 'instagram': 2, 'confirm': 2, 'listen': 2, 'favorite': 2, 'title': 2, 'sentence': 2, 'begin': 2, 'soft': 1, 'acoustic': 1, 'ballad': 1, 'explore': 1, 'struggle': 1, 'feeling': 1, 'complicated': 1, 'relationship': 1, 'feature': 1, 'vocal': 1, 'harmony': 1, 'brother': 1, 'finneas': 1, '13th': 1, 'tease': 1, 'demo': 1, 'fan': 1, 'post': 1, 'story': 1, 'january': 1, '2nd': 1, 'twelfth': 1, 'debut': 1, 'replace': 1, 'thirteenth': 1, 'ask': 1, 'radio': 1, 'energy': 1, 'list': 1, 'cite': 1, 'write': 1, 'life': 1, 'interview': 1, 'popbuzz': 1, 'final': 1, 'intend': 1, 'form': 1, 'end': 1, 'goodbye': 1, 'suppose': 1, 'know': 1, 'wish': 1, 'breathe': 1, 'state': 1, 'complete': 1, 'include': 1, 'record': 1, 'minute': 1, 'long': 1, 'eilishs': 1, 'discography': 1, 'point': 1, 'similarity': 1, 'leonard': 1, 'cohens': 1, 'iconic': 1, 'hallelujah': 1, 'spotify': 1, 'artwork': 1, '@junkie.cowboy': 1}"
246,{}
247,"{'end': 3, 'instagram': 3, 'song': 3, 'game': 2, 'confirm': 2, 'fan': 2, 'low': 2, 'fear': 2, 'billie': 2, 'reference': 1, 'puzzle': 1, 'player': 1, 'unite': 1, 'ilo': 1, 'milo': 1, 'small': 1, 'round': 1, 'character': 1, 'separate': 1, 'level': 1, 'require': 1, 'teamwork': 1, 'meet': 1, 'finneas': 1, 'reply': 1, 'story': 1, 'track': 1, 'title': 1, 'pronounce': 1, 'ee': 1, 'mee': 1, 'fall': 1, 'base': 1, 'ilomilo': 1, 'separation': 1, 'accord': 1, 'featured': 1, 'episode': 1, 'feasts': 1, 'hot': 1, 'ones': 1, 'idea': 1, 'lose': 1, 'person': 1, 'love': 1, 'find': 1, 'interview': 1, 'radio': 1, 'energy': 1, 'eilish': 1, 'list': 1, 'favorite': 1, 'write': 1, 'life': 1, 'beat': 1, 'tease': 1, 'bury': 1, 'friend': 1, 'spotify': 1, 'artwork': 1, '@junkie.cowboy': 1}"
248,"{'song': 8, 'eilish': 6, 'write': 6, 'listen': 5, 'title': 3, 'depression': 3, 'want': 3, 'share': 2, 'instagram': 2, 'album': 2, 'life': 2, 'people': 2, 'talk': 2, 'come': 2, 'word': 2, 'love': 2, 'interview': 2, 'center': 1, 'suicide': 1, 'warn': 1, 'lover': 1, 'hurry': 1, 'kill': 1, 'premiere': 1, 'melbourne': 1, 'speculate': 1, 'l': 1, 's': 1, 't': 1, 'e': 1, 'n': 1, 'comment': 1, 'include': 1, 'debut': 1, 'public': 1, 'struggle': 1, 'experience': 1, 'artifact': 1, 'songwriting': 1, 'process': 1, 'genius': 1, 'rob': 1, 'markman': 1, 'impersonate': 1, 'think': 1, 'problem': 1, 'tell': 1, 'story': 1, 'friend': 1, 'mom': 1, 'toronto': 1, '1by1': 1, 'tour': 1, 'good': 1, 'break': 1, 'bring': 1, 'know': 1, 'mental': 1, 'hug': 1, 'guess': 1, 'try': 1, 'let': 1, 'stay': 1, 'continue': 1, 'fan': 1, 'reason': 1, 'radio': 1, 'energy': 1, 'list': 1, 'favorite': 1, 'popbuzz': 1, 'confirm': 1, 'final': 1, 'intend': 1, 'form': 1, 'sentence': 1, 'begin': 1, 'end': 1, 'goodbye': 1, 'spotify': 1, 'artwork': 1, '@_italiyana': 1}"
249,"{'track': 2, 'nipsey': 2, 'double': 1, 'bonus': 1, 'hussles': 1, 'anticipate': 1, 'debut': 1, 'album': 1, 'victory': 1, 'lap': 1, 'feature': 1, 'canadian': 1, 'rapper': 1, 'belly': 1, 'l.a.s': 1, 'dom': 1, 'kennedy': 1, 'collaborate': 1, 'real': 1, 'nigga': 1, 'nipseys': 1, 'mixtape': 1, 'mailbox': 1, 'money': 1}"
250,"{'monopoly': 1, 'collaboration': 1, 'ariana': 1, 'grande': 1, 'fellow': 1, 'songstress': 1, 'victoria': 1, 'monét': 1, 'duo': 1, 'co': 1, 'pen': 1, 'track': 1, 'grandes': 1, 'fifth': 1, 'album': 1, 'include': 1, 'hit': 1, 'thank': 1, 'u': 1, 'ring': 1, 'song': 1, 'reference': 1, 'famous': 1, 'game': 1, 'consist': 1, 'player': 1, 'buy': 1, 'sell': 1, 'property': 1, 'rich': 1}"
251,"{'track': 4, 'eilish': 3, 'fan': 3, 'title': 2, 'hurt': 2, 'like': 2, 'instagram': 2, 'utilize': 1, 'unique': 1, 'vocal': 1, 'mixing': 1, 'production': 1, 'element': 1, 'eilishs': 1, 'release': 1, 'feature': 1, 'number': 1, 'itunes': 1, 'apple': 1, 'music': 1, 'description': 1, 'album': 1, 'admit': 1, 'write': 1, 'perspective': 1, 'people': 1, 'hear': 1, 'song': 1, 'poor': 1, 'baby': 1, 'billie': 1, 'dickhead': 1, 'minute': 1, 'way': 1, 'deal': 1, 'stop': 1, 'person': 1, 'place': 1, 'studio': 1, 'version': 1, 'unreleased': 1, 'alternate': 1, 'theory': 1, 'bear': 1, 'notice': 1, 'length': 1, 'confirm': 1, 'post': 1, 'reinforce': 1, 'dm': 1, 'ask': 1, 'question': 1, 'spotify': 1, 'artwork': 1, '@ervanic': 1}"
