,keywords
367,"{'love': 52, 'high': 39, 'bring': 36, 'think': 5, 'look': 4, 'world': 3, 'heart': 2, 'thing': 2, 'bad': 2, 'fair': 2, 'walk': 2, 'line': 2, 'try': 2, 'fall': 2, 'hide': 1, 'star': 1, 'life': 1, 'waste': 1, 'time': 1, 'turn': 1, 'hang': 1, 'face': 1, 'fear': 1, 'stand': 1, 'yearning': 1, 'real': 1, 'feel': 1, 'need': 1}"
369,"{'check': 5, 'feel': 4, 'reason': 4, 'heartbreak': 4, 'season': 4, 'reach': 3, 'time': 3, 'summer': 3, 'june': 3, 'let': 3, 'mean': 2, 'come': 2, 'look': 2, 'heart': 2, 'energy': 2, 'bar': 1, ""havin'"": 1, 'night': 1, 'town': 1, 'life': 1, 'party': 1, 'pourin': 1, 'shot': 1, 'brown': 1, 'street': 1, 'turn': 1, 'tell': 1, 'family': 1, 'post': 1, 'comment': 1, 'song': 1, 'true': 1, 'head': 1, 'run': 1, 'mind': 1, 'worry': 1, 'piece': 1, 'skip': 1, 'beat': 1, 'rest': 1, 'miss': 1, 'sleep': 1, 'personal': 1, 'reply': 1, 'distant': 1, 'wanna': 1, 'ghost': 1, 'past': 1, 'weigh': 1, 'future': 1, 'liberate': 1, 'circle': 1, 'reciprocate': 1, 'shed': 1, 'tear': 1, 'gain': 1, 'empathy': 1, 'upcoming': 1, 'year': 1, 'need': 1, 'pity': 1, 'winter': 1, 'focus': 1, 'flow': 1, 'ride': 1, 'know': 1, 'hurt': 1, 'bad': 1, 'happy': 1, 'think': 1, 'happen': 1, 'cry': 1, 'world': 1, 'laugh': 1, 'act': 1, 'notice': 1, 'kill': 1, 'flame': 1, 'gasoline': 1, 'try': 1}"
370,"{'grow': 9, 'wanna': 9, 'feel': 8, 'know': 6, 'couple': 6, 'pay': 5, 'mil': 5, 'fam': 5, 'ayy': 5, 'good': 4, 'think': 4, 'bill': 4, 'want': 4, 'record': 4, 'deal': 4, 'way': 4, 'leave': 4, 'house': 4, 'hill': 4, 'quiet': 4, 'like': 3, 'mean': 3, 'rappin': 3, 'sign': 3, 'buy': 3, 'field': 3, 'guarantee': 3, 'die': 3, 'real': 3, 'let': 2, 'tell': 2, 'rap': 2, 'believe': 2, 'understand': 2, 'difference': 2, 'lot': 2, 'meal': 2, 'come': 2, 'play': 2, 'woo': 2, 'seat': 1, 'ridiculous': 1, 'dream': 1, 'hard': 1, 'succeed': 1, 'okay': 1, 'admit': 1, 'lyric': 1, 'weak': 1, 'workin': 1, 'got': 1, 'crawl': 1, 'foot': 1, 'run': 1, 'ready': 1, 'realistic': 1, 'risk': 1, 'crunchin': 1, 'number': 1, 'mathematician': 1, 'odd': 1, 'rootin': 1, 'lie': 1, 'underdog': 1, 'push': 1, 'swing': 1, 'college': 1, 'debt': 1, 'graduate': 1, 'job': 1, 'sense': 1, 'forget': 1, 'happy': 1, 'meals': 1, 'dollar': 1, 'menu': 1, 'home': 1, 'cookin': 1, 'grill': 1, 'overdone': 1, 'adele': 1, 'mass': 1, 'appeal': 1, 'notice': 1, 'rhymin': 1, 'poetry': 1, 'oversee': 1, 'overthink': 1, 'mockin': 1, 'fee': 1, 'return': 1, 'receipt': 1, 'thing': 1, 'sing': 1, 'beat': 1, 'scream': 1, 'sad': 1, 'hear': 1, 'track': 1, 'spit': 1, 'throw': 1, 'trash': 1, 'trick': 1, 'hater': 1, 'hit': 1, 'beggar': 1, 'kiss': 1, 'forgive': 1, 'quitter': 1, 'radio': 1, 'tour': 1, 'bus': 1, 'crowd': 1, 'singe': 1, 'word': 1, 'write': 1, 'tellin': 1, 'wonder': 1, 'feelin': 1, 'old': 1, 'artist': 1, 'dough': 1, 'try': 1}"
371,"{'type': 25, 'nigga': 18, 'bitch': 8, 'rich': 7, 'inch': 7, 'big': 7, 'figure': 6, 'good': 6, 'pipe': 6, 'shit': 5, 'ride': 5, 'dick': 5, 'new': 4, 'hoe': 4, 'hennessy': 3, 'lip': 3, 'little': 3, 'sip': 3, 'privacy': 3, 'door': 3, 'grip': 3, 'bad': 3, 'night': 3, 'wrist': 3, 'whip': 2, 'dip': 2, 'basic': 2, 'piss': 2, 'bust': 2, 'want': 2, 'man': 2, 'hit': 2, 'lick': 2, 'pussy': 2, 'messy': 2, 'ayy': 2, 'fuck': 1, 'sis': 1, 'spend': 1, 'bread': 1, 'lamborghini': 1, 'key': 1, 'drip': 1, 'ice': 1, 'fly': 1, 'bs': 1, 'bay': 1, ""goin'"": 1, 'dumb': 1, 'd': 1, 'hahaha': 1, 'like': 1, 'pop': 1, 'fuckin': 1, 'rent': 1, 'thot': 1, 'hair': 1, ""nothin'"": 1, 'face': 1, 'thizz': 1, 'ugh': 1, 'boss': 1, 'tycoon': 1, 'run': 1, 'print': 1, 'buck': 1, 'try': 1, 'luck': 1, 'touch': 1}"
372,"{'shashasha': 12, 'shine': 6, 'wrist': 6, 'bitch': 6, 'singing': 6, 'lalala': 6, 'stride': 5, 'pop': 4, 'wonder': 4, 'girl': 3, 'little': 3, 'bit': 3, 'lockjaw': 3, 'baby': 3, 'cold': 3, 'north': 3, 'canada': 3, 'bankroll': 3, 'withdraw': 3, 'run': 3, 'door': 3, 'nana': 2, 'guap': 2, 'bank': 2, 'ayy': 2, 'forget': 1, 'melody': 1, 'naw': 1, 'nanananananana': 1, 'dada': 1, 'dadadada': 1, 'amex': 1, 'cap': 1, 'score': 1, 'rap': 1, 'lyric': 1, 'perform': 1, 'married': 1, 'grind': 1, 'bring': 1, 'ring': 1, 'corny': 1, 'girly': 1, 'want': 1, 'dick': 1, 'modest': 1, 'jewel': 1, 'check': 1, 'money': 1, 'thank': 1, 'pink': 1, 'whip': 1, 'flame': 1, 'gucci': 1, 'body': 1, 'pipe': 1, 'woo': 1, 'lucy': 1, 'goosey': 1, 'sussy': 1, 'boy': 1, 'cool': 1, 'paper': 1, 'school': 1, 'careful': 1, 'callin': 1, 'fool': 1}"
373,"{'save': 11, 'want': 10, 'need': 7, 'tonight': 6, 'bedroom': 6, 'head': 5, 'good': 5, 'e': 4, 'goodbye': 4, 'way': 3, 'change': 2, 'edge': 2, 'fuck': 2, 'turn': 2, 'life': 2, 'slidin': 2, 'kurt': 1, 'feel': 1, 'pleasure': 1, 'pain': 1, 'girl': 1, 'spite': 1, 'vain': 1, 'complain': 1, 'tell': 1, 'shut': 1, 'know': 1, 'talk': 1, 'shit': 1, 'actin': 1, 'insane': 1, 'stubborn': 1, 'drinkin': 1, 'proof': 1, 'vein': 1, 'fingertip': 1, 'stain': 1, 'look': 1, 'heart': 1, 'got': 1, 'wanted': 1, 'let': 1, 'lose': 1, 'goner': 1, 'goodbyes': 1, 'cut': 1, 'knife': 1, 'slice': 1, 'dice': 1, 'argue': 1, 'possessive': 1, 'precise': 1, 'tv': 1, 'watchin': 1, 'fight': 1, 'flood': 1, 'garage': 1, 'blue': 1, 'diamond': 1, 'shark': 1, 'barbie': 1, 'doll': 1, 'nicki': 1, 'minaj': 1, 'key': 1, 'drive': 1, 'car': 1, 'charger': 1, 'wanna': 1, 'unbothered': 1, 'promise': 1, 'play': 1, 'niggas': 1, 'fuckin': 1, 'tour': 1, 'bus': 1, 'ridin': 1}"
374,"{'bitch': 10, 'nigga': 5, 'tell': 5, 'know': 5, 'fuck': 4, 'lil': 4, 'baby': 4, 'ayy': 4, 'come': 4, 'son': 3, 'couple': 3, 'fun': 3, 'niggas': 3, 'wake': 3, 'money': 3, 'opp': 3, 'big': 3, 'god': 2, 'gun': 2, 'party': 2, 'think': 2, 'shit': 2, 'class': 2, 'let': 2, 'hit': 2, 'mention': 2, 'miss': 1, 'find': 1, 'swear': 1, 'new': 1, 'sun': 1, 'bust': 1, 'dig': 1, 'cuff': 1, 'friend': 1, ""ig'-e"": 1, 'fucking': 1, 'suckin': 1, 'thumb': 1, 's': 1, 'daddy': 1, 'grandmama': 1, 'sunday': 1, 'dinner': 1, 'hand': 1, 'gravy': 1, 'crazy': 1, 'wave': 1, 'stage': 1, 'm': 1, 'minimum': 1, 'wage': 1, 'kennel': 1, 'behave': 1, 'bark': 1, 'send': 1, 'stray': 1, 'way': 1, 'dogcatcher': 1, 'bullet': 1, 'dawg': 1, 'catchin': 1, 'saw': 1, 'raw': 1, 'dog': 1, 'fashion': 1, 'haul': 1, 'hope': 1, 'catch': 1, 'potato': 1, 'silence': 1, 'clock': 1, 'fund': 1, 'eye': 1, 'cause': 1, 'girl': 1, 'judge': 1, 'cousin': 1, 'air': 1, 'pistol': 1, 'grip': 1, 'squeeze': 1, 'wish': 1, 'like': 1, 'liam': 1, 'neeson': 1, 'need': 1, 'reason': 1, 'loyalty': 1, 'treason': 1, 'respect': 1, 'city': 1, 'claim': 1, 'try': 1, 'stay': 1, 'lane': 1, 'advance': 1, 'caprice': 1, 'thang': 1, 'beatties': 1, 'ford': 1, 'wheel': 1, 'fall': 1, 'piss': 1, 'gold': 1, 'mouf': 1, 'diamond': 1, 'tooth': 1, 'intelligent': 1, 'homicide': 1, 'unit': 1, 'interrogation': 1, 'ask': 1, 'question': 1, 'jock': 1, 'american': 1, 'letterman': 1, 'remember': 1, 'college': 1, 'knock': 1, 'dorm': 1, 'door': 1, 'cap': 1, 'job': 1, 'sell': 1, 'gas': 1, 'jiffy': 1, 'lube': 1, 'freak': 1, 'boyfriend': 1, 'rapper': 1, 'dissin': 1, 'talkin': 1, 'watch': 1, 'iron': 1, 'ass': 1, 'dip': 1, 'want': 1, 'snitch': 1, 'interview': 1, 'fire': 1, 'light': 1, 'cool': 1, 'acknowledge': 1, 'shrimp': 1, 'ridicule': 1, 'dark': 1, 'swim': 1, 'shark': 1, 'heart': 1, 'pool': 1, 'wanna': 1, 'fight': 1, 'reach': 1, 'shirt': 1, 'grab': 1, 'tool': 1, 'glock': 1, 'dick': 1, 'physical': 1, 'hollerin': 1, 'rip': 1, 'missin': 1, 'start': 1, 'finish': 1, 'talk': 1, 'charlotte': 1}"
375,"{'baby': 11, 'comin': 7, 'gunnin': 6, 'let': 4, 'feelin': 3, 'lock': 3, 'load': 3, 'shoot': 3, 'shot': 3, 'tonight': 3, 'pull': 3, 'trigger': 3, 'blow': 3, 'mind': 3, ""somethin'"": 2, 'talk': 2, 'woman': 2, 'supernatural': 2, 'little': 2, 'bullet': 1, 'gun': 1, 'winner': 1, 'feel': 1, 'strange': 1, 'jump': 1, 'wanna': 1, 'freak': 1, 'know': 1, ""doin'"": 1, 'weak': 1, 'fever': 1, 'set': 1, 'fire': 1, 'pop': 1, 'pistol': 1, 'mama': 1, 'knee': 1, 'beg': 1, 'red': 1, 'leather': 1, 'rocket': 1, 'foxy': 1, 'queen': 1, 'watch': 1, 'thing': 1, 'tell': 1, 'fantasy': 1, 'come': 1, 'want': 1, 'white': 1, 'line': 1, 'limousine': 1, 'whip': 1, 'cream': 1}"
376,"{'costa': 19, 'rica': 19, 'big': 13, 'band': 13, 'fan': 12, 'baby': 9, 'ap': 9, 'rich': 8, 'shit': 8, 'nigga': 7, 'bitch': 4, 'check': 4, 'bustdown': 4, 'style': 4, 'fans': 4, 'motherfuckin': 3, 'niggas': 3, 'pocket': 3, ""goin'"": 3, 'ayy': 3, 'pyrex': 2, 'dream': 2, 'girl': 2, 'money': 2, 'rack': 2, 'ball': 2, 'fact': 2, 'talkin': 2, 'salt': 2, 'heart': 2, 'chair': 2, 'look': 2, 'fuckin': 2, 'water': 2, 'lot': 2, 'fly': 2, 'doo': 2, 'think': 2, 'ass': 2, 'date': 2, 'ak': 2, 'whippa': 1, 'watch': 1, 'face': 1, 'gettin': 1, 'mixy': 1, 'mixtape': 1, 'tellin': 1, 'ya': 1, 'smellin': 1, 'like': 1, 'lookin': 1, 'sex': 1, 'real': 1, 'slime': 1, 'slatts': 1, 'slatt': 1, 'ride': 1, 'wave': 1, 'tax': 1, 'fendi': 1, 'snowpant': 1, 'fill': 1, 'cap': 1, 'relax': 1, 'lack': 1, 'demon': 1, 'follow': 1, 'dark': 1, 'problem': 1, 'boss': 1, 'hear': 1, 'hit': 1, 'hollow': 1, 'clean': 1, 'wound': 1, 'cool': 1, 'freeze': 1, 'jeweler': 1, 'tell': 1, 'new': 1, 'piece': 1, 'fuck': 1, 'mike': 1, 'jack': 1, 'nose': 1, 'vitiligo': 1, 'norman': 1, 'bates': 1, 'psycho': 1, 'laundromat': 1, 'temper': 1, 'vicious': 1, 'cycle': 1, 'feel': 1, 'rihanna': 1, 'grain': 1, 'battlin': 1, 'silo': 1, 'fievel': 1, 'lebron': 1, 'final': 1, 'bettin': 1, 'know': 1, 'tight': 1, 'arthur': 1, 'fist': 1, 'arsonist': 1, 'wanna': 1, 'argue': 1, 'fucking': 1, 'future': 1, 'larsa': 1, 'pippen': 1, 'barber': 1, 'thing': 1, 'mirror': 1, 'way': 1, 'appear': 1, 'rear': 1, 'near': 1, 'revere': 1, 'mez': 1, 'heirs': 1, 'hundreds': 1, 'diamond': 1, 'faucet': 1, 'flash': 1, 'hoe': 1, 'passport': 1, 'stick': 1, 'rocket': 1, 'hot': 1, 'nonsense': 1, 'mama': 1, 'drug': 1, 'moshpit': 1, 'morning': 1, 'beddy': 1, 'jiddy': 1, 'jedi': 1, 'mind': 1, 'trick': 1, 'live': 1, 'head': 1, 'devilish': 1, 'red': 1, 'eye': 1, 'redeye': 1, 'high': 1, 'forget': 1, 'shawty': 1, 'wildin': 1, 'lick': 1, 'score': 1, 'penny': 1, 'dominique': 1, 'wilkins': 1, 'airport': 1, 'ask': 1, 'swae': 1, 'lee': 1, 'suffer': 1, 'succotash': 1, 'puddycat': 1, 'mad': 1, 'start': 1, 'suck': 1, 'titty': 1, 'thumb': 1, 'little': 1, ""nothin'"": 1, 'grab': 1, 'bag': 1, 'comin': 1, 'flyin': 1, ""doin'"": 1, 'dash': 1, 'today': 1, 'write': 1, 'ernest': 1, 'hemingway': 1, 'skill': 1, 'flow': 1, 'surprised': 1, 'grow': 1, 'gill': 1, 'father': 1, 'luke': 1, 'skywalker': 1, 'conquer': 1, 'let': 1, 'burn': 1, 'usher': 1, 'perm': 1, 'confirm': 1, 'concerned': 1, 'respect': 1, 'earn': 1, 'b': 1, 'kiddin': 1, 'sickenin': 1, 'remedy': 1, 'feelin': 1, 'goku': 1, 'need': 1, 'energy': 1}"
378,"{'s': 20, 'tell': 13, 'know': 12, 'hold': 6, 'girl': 4, 'sign': 3, 'birthday': 3, 'wrist': 3, 'tattoo': 3, 'bible': 3, 'verse': 3, 'kiss': 3, 'date': 3, 'dream': 3, 'job': 3, 'hometown': 3, 'world': 3, 'spin': 3, 'bar': 2, 'talk': 2, 'come': 1, 'thursday': 1, 'oclock': 1, 'think': 1, 'hell': 1, 'walk': 1, 'stranger': 1, 'favourite': 1, 'beer': 1, 'buy': 1, 'leave': 1, 'sit': 1, 'feel': 1, 'dip': 1, 'slip': 1, 'flee': 1, 'scene': 1, 'foot': 1, 'dash': 1, 'find': 1, 'spot': 1, 'railroad': 1, 'track': 1, 'look': 1, 'bud': 1, 'light': 1, 'blue': 1, 'eye': 1, 'heart': 1, 'beat': 1, 'tonight': 1, 'jump': 1, 'fall': 1, 'perfect': 1, 'place': 1, 'start': 1}"
379,"{'touch': 26, 'come': 12, 'vibe': 8, 'night': 5, 'ayy': 4, 'wanna': 4, 'riot': 4, 'let': 4, 'leave': 3, 'low': 3, 'pop': 3, 'straight': 3, 'light': 2, 'space': 2, 'need': 2, 'room': 2, 'catch': 2, 'fume': 2, 'zoom': 2, 'noon': 2, 'boy': 2, 'cool': 1, 'people': 1, 'happen': 1, 'friday': 1, 'solo': 1, 'mess': 1, 'energy': 1, 'nah': 1, 'photo': 1, 'antisocial': 1, 'care': 1, 'damn': 1, 'smoke': 1, 'bottle': 1, 'hand': 1, 'bring': 1, 'hat': 1, 'talk': 1, 'know': 1, 'brain': 1, 'music': 1, 'easin': 1, 'pain': 1, 'standin': 1, 'way': 1, 'close': 1, 'pew': 1, 'pass': 1, 'wake': 1, 'past': 1, 'doom': 1, 'occupy': 1, 'movin': 1, 'dolo': 1, 'hennessy': 1, 'drownin': 1, 'issue': 1, 'drown': 1, 'miss': 1, 'thing': 1, 'engine': 1, 'hit': 1, 'vision': 1, 'commit': 1, 'lose': 1, 'inner': 1, 'place': 1}"
380,"{'border': 15, 'come': 14, 'jump': 9, 'water': 9, 'free': 9, 'know': 5, 'love': 5, 'time': 5, 'mmm': 4, 'eye': 4, 'te': 4, 'mami': 4, 'bed': 4, 'stop': 4, 'angel': 4, 'sing': 4, 'lip': 3, 'join': 3, 'push': 3, 'sweat': 3, 'darling': 3, 'green': 3, 'want': 3, 'ice': 3, 'woo': 3, 'drop': 3, 'brown': 2, 'way': 2, 'crazy': 2, 'curve': 2, 'word': 2, 'amo': 2, 'kiss': 2, 'dream': 2, 'quiero': 2, 'diamond': 2, 'life': 2, 'need': 2, 'ayy': 2, 'lil': 2, 'margarita': 2, 'skrrt': 2, 'leave': 2, 'caramel': 1, 'thigh': 1, 'long': 1, 'hair': 1, 'wedding': 1, 'ring': 1, 'white': 1, 'dress': 1, 's': 1, 'wearin': 1, 'man': 1, 'drive': 1, 'beautiful': 1, 'smile': 1, 'watch': 1, 'thing': 1, 'hip': 1, 'givin': 1, 'sign': 1, 'glad': 1, 'ay': 1, 'ven': 1, 'para': 1, 'acá': 1, 'bailar': 1, 'toma': 1, 'mi': 1, 'mano': 1, 'tu': 1, 'cuerpo': 1, 'mí': 1, 'estás': 1, 'temblando': 1, 'takin': 1, 'wake': 1, 'rrrat': 1, 'flawless': 1, 'field': 1, 'buenos': 1, 'aires': 1, 'sun': 1, 'rise': 1, 'bardi': 1, 'live': 1, 'risk': 1, 'wanna': 1, 'shine': 1, 'lover': 1, 'm': 1, 'vice': 1, 'little': 1, 'type': 1, 'okurrr': 1, 'whip': 1, 'fur': 1, 'prefer': 1, 'closet': 1, 'mamacita': 1, 'think': 1, 'ed': 1, 'jungle': 1, 'fever': 1, 'leg': 1, 'open': 1, 'tongue': 1, 'michael': 1, 'jordan': 1, 'explore': 1, ""somethin'"": 1, 'foreign': 1, 'bust': 1, 'rain': 1, 'forest': 1, 'pourin': 1, 'rub': 1, 'genie': 1, 'pull': 1, 'spot': 1, 'lamborghini': 1, 'girl': 1, 'album': 1, 'baby': 1, 'ball': 1, 'nah': 1}"
381,"{'time': 15, 'ayy': 12, 'know': 8, 'remember': 8, 'shit': 7, 'day': 6, 'pay': 6, 'wanna': 5, 'rap': 5, 'lock': 5, 'money': 3, 'like': 3, 'mean': 3, 'want': 2, 'big': 2, 'stop': 2, 'dream': 2, 'people': 2, 'song': 2, 'year': 2, 'think': 2, 'air': 2, 'rock': 2, 'crack': 2, 'pop': 2, 'man': 2, 'ballin': 2, 'tomorrow': 2, 'start': 2, 'bear': 1, 'misfit': 1, 'grow': 1, 'mile': 1, 'town': 1, 'ipswich': 1, 'wish': 1, 'existence': 1, 'sick': 1, 'kid': 1, 'dismiss': 1, 'quick': 1, 'stick': 1, 'singe': 1, 'rappin': 1, 'christmas': 1, 'conversation': 1, 'shiftin': 1, 'bein': 1, 'rich': 1, 'list': 1, 'insanity': 1, 'gifted': 1, 'face': 1, ""goin'"": 1, 'numb': 1, 'stuff': 1, 'mix': 1, 'watch': 1, 'lyric': 1, 'twisted': 1, 'wife': 1, 'wear': 1, 'red': 1, 'look': 1, 'lipstick': 1, 'private': 1, 'guy': 1, ""nothin'"": 1, 'business': 1, 'minute': 1, 'miss': 1, 'old': 1, 'come': 1, 'game': 1, 'good': 1, 'today': 1, 'ironic': 1, 'great': 1, 'open': 1, 'tokyo': 1, 'delaware': 1, 'phone': 1, 'way': 1, 'eminem': 1, 'cent': 1, 'club': 1, 'tryna': 1, 'shop': 1, 'deal': 1, 'taco': 1, 'bell': 1, 'trl': 1, 'climb': 1, 'billboard': 1, 'chart': 1, 'fate': 1, 'addict': 1, 'funny': 1, 'appeal': 1, 'tell': 1, 'prevail': 1, 'inch': 1, 'nail': 1, 'eyelid': 1, 'seein': 1, 'diamond': 1, 'sale': 1, 'zales': 1, 'doubt': 1, 'skinny': 1, 'jean': 1, 'split': 1, 'seam': 1, 'denim': 1, 'spit': 1, 'scheme': 1, 'squeezin': 1, 'sleep': 1, 'fuckin': 1, 'deathbed': 1, 'feel': 1, 'ed': 1, 'drop': 1, 'mic': 1, 'quit': 1, 'thought': 1, 'dead': 1, 'head': 1, 'forget': 1, 'cold': 1, 'dress': 1, 'fresh': 1, 'clean': 1, 'find': 1, 'whip': 1, 'fendi': 1, 'drip': 1, 'shinin': 1, 'wrist': 1, 'buscemis': 1, 'voice': 1, 'knock': 1, 'balenciaga': 1, 'saga': 1, 'bergdorf': 1, 'episode': 1, 'hoe': 1, 'spoil': 1, 'fly': 1, 'buy': 1, 'gettin': 1, 'stupid': 1, 'bitch': 1, 'king': 1, 'bring': 1, 'bottle': 1, 'tonight': 1, 'blow': 1, 'check': 1, 'worry': 1, 'turn': 1, 'real': 1, ""'bout"": 1, 'super': 1, 'light': 1, 'straight': 1, 'fact': 1, 'hangin': 1, 'feelin': 1, 'sober': 1}"
382,"{'way': 11, 'love': 10, 'long': 9, 'tip': 8, 'tongue': 8, 'salt': 5, 'sugar': 5, 'let': 4, 'wanna': 4, 'run': 3, 'load': 3, 'gun': 3, 'taste': 2, 'roll': 2, 'baby': 2, 'control': 2, 'kiss': 2, 'slow': 2, 'hang': 2, 'hold': 2, 'center': 2, 'soul': 2, 'girl': 2, 'dimple': 1, 'small': 1, 'speak': 1, 'red': 1, 'wine': 1, 'imagination': 1, 'believe': 1, 'true': 1, 'feel': 1, 'morning': 1, 'set': 1, 'sun': 1, 'ocean': 1, 'day': 1, 'tell': 1, 'think': 1, 'know': 1}"
383,"{'come': 13, 'bitch': 12, 'shit': 8, 'know': 8, 'want': 8, 'wack': 8, 'baguette': 6, 'tell': 6, 'body': 5, 'end': 5, 'boyfriend': 5, 'pull': 5, 'look': 4, 'easy': 4, 'ask': 4, 'time': 4, 'face': 4, 'bling': 4, 'virgil': 4, 'drop': 4, 'louis': 4, 'hoe': 4, 'save': 4, 'throw': 4, 'ass': 4, 'relax': 4, 'cool': 4, 'mad': 4, 'talk': 4, 'boy': 4, 'shake': 3, 'black': 3, 'mustard': 2, 'skrrt': 2, 'new': 2, 'blatt': 2, 'mom': 2, 'startin': 2, 'pay': 2, 'beat': 1, 'ho': 1, 'boss': 1, 'shop': 1, 'ross': 1, 'dripping': 1, 'leave': 1, 'puddle': 1, 'walk': 1, 'drip': 1, 'dress': 1, 'wanna': 1, 'cap': 1, 'need': 1, 'belt': 1, 'pocket': 1, 'knot': 1, 'number': 1, 'real': 1, 'lambo': 1, 'carti': 1, 'bad': 1, 'buy': 1, 'bracelet': 1, 'iced': 1, 'guette': 1, 'necklace': 1, 'break': 1, 'thank': 1, 'god': 1, 'money': 1, 'old': 1, 'school': 1, 'backyard': 1, 'car': 1, 'net': 1, 'check': 1, 'neck': 1, 'slatt': 1, 'diamond': 1, 'phantom': 1, 'man': 1, 'understand': 1, 'help': 1, 'band': 1, 'ayy': 1, 'ride': 1, 'wave': 1, 'tsunami': 1, 'jungle': 1, 'safari': 1, 'nicki': 1, 'ménage': 1, 'hickie': 1, 'baby': 1, 'sloppy': 1, 'naked': 1, 'girl': 1, 'like': 1, 'fuck': 1, 'light': 1, 'shy': 1, 'famous': 1}"
384,"{'rodeo': 42, 'love': 14, 'girl': 5, 'steal': 5, 'time': 3, 'life': 3, 'way': 3, 'hell': 3, 'ride': 3, 'tryna': 3, 'touch': 3, 'obsessed': 3, 'rush': 3, 'fight': 3, 'fall': 3, 'hold': 3, 'pick': 2, 'cowboy': 2, 'nod': 2, 'hotel': 2, 'bar': 2, 'second': 2, 'heart': 2, 'hop': 2, 'bronco': 2, 'come': 2, 'long': 2, 'drink': 1, 'smoke': 1, 'play': 1, 'song': 1, 'guitar': 1, 'crazy': 1, 'gate': 1, 'wild': 1, 'start': 1, 'dangerous': 1, 'know': 1, 'easy': 1, 'hang': 1, 'hit': 1, 'light': 1, 'lip': 1, 'hot': 1, 'houston': 1, 'night': 1}"
385,"{'time': 20, 'know': 15, 'need': 13, 'break': 4, 'tonight': 3, 'hate': 3, 'bed': 3, 'angry': 3, 'wait': 3, 'promise': 3, 'change': 3, ""somethin'"": 3, 'lot': 3, 'worth': 2, 'difficult': 2, 'stress': 2, 'case': 2, 'bad': 2, 'hurt': 2, 'feel': 2, 'look': 2, 'afraid': 2, 'passionate': 2, 'little': 1, 'person': 1, 'drive': 1, 'wall': 1, 'deserve': 1, 'nervous': 1, 'actin': 1, 'room': 1, 'like': 1, 'wrong': 1, 'relate': 1, 'end': 1, 'rope': 1, 'tell': 1, 'pride': 1, 'talkin': 1, 'definition': 1, 'wreck': 1, 'soul': 1, 'come': 1, 'vulnerable': 1, 'place': 1, 'mistake': 1, 'wish': 1, 'erase': 1, 'distant': 1, 'push': 1, 'way': 1, 'buy': 1, 'ring': 1, 'fight': 1, 'wearin': 1, 'thing': 1, 'people': 1, 'think': 1, 'lead': 1, 'conversation': 1, 'hard': 1, 'agree': 1, 'sittin': 1, 'edge': 1, 'seat': 1, 'lookin': 1, 'life': 1, 'overanalyzin': 1, 'depressed': 1, 'tryna': 1, 'find': 1, 'version': 1, 'search': 1, 'foot': 1, 'stubborn': 1, 'close': 1, 'issue': 1, 'tryin': 1, 'work': 1, 'therapy': 1, ""doin'"": 1, 'moment': 1, 'carry': 1, 'weight': 1, 'chest': 1, 'open': 1, 'connect': 1, 'regret': 1, 'apologize': 1, 'mean': 1, 'love': 1, 'death': 1}"
386,"{'southbound': 20, 'little': 12, 'boat': 4, 'party': 4, 'old': 3, 'unwound': 3, 'tennessee': 3, 'honey': 3, 'buzz': 3, 'sound': 3, 'summer': 3, 'drippin': 3, 'river': 3, 'bank': 3, 'cove': 3, 'float': 3, 'rock': 3, 'lookin': 3, 'redneck': 2, 'margarita': 2, 'marina': 2, 'let': 2, 'pontoon': 1, 'yamaha': 1, 'people': 1, 'dress': 1, 'panama': 1, 'small': 1, 'town': 1, 'spring': 1, 'break': 1, 'weekend': 1, 'round': 1, 'place': 1, 'bunch': 1, 'boy': 1, 'catch': 1, 'eye': 1, 'pretty': 1, 'girl': 1, 'walk': 1, 'tan': 1, 'line': 1, 'gas': 1, 'station': 1, 'cheap': 1, 'sunglass': 1, 'come': 1, 'bo': 1, 'ticket': 1, 'wake': 1, 'zone': 1, 'katie': 1, 'slow': 1, 'dancin': 1, 'dock': 1, ""o'clock"": 1, 'fish': 1, 'bitin': 1, 'man': 1, ""goin'"": 1, 'woo': 1, 'rope': 1, 'swing': 1, 'swingin': 1, 'chandelier': 1, 'bit': 1, 'heaven': 1, 'water': 1, 'ride': 1, 'need': 1, 'couple': 1, 'beer': 1, 'got': 1, 'love': 1, 'time': 1, 'year': 1}"
387,"{'spirit': 9, 'open': 8, 'callin': 8, 'uishi': 6, 'kwa': 6, 'watch': 5, 'light': 4, 'heavens': 4, 'hear': 4, 'muda': 2, 'mrefu': 2, 'mfalme': 2, 'sayin': 2, 'rise': 2, 'sky': 2, 'lift': 2, 'heart': 2, 'burn': 2, 'flame': 2, 'night': 2, 'destiny': 2, 'comin': 2, 'close': 2, 'stand': 2, 'fi': 2, 'ight': 2, 'land': 2, 'great': 2, 'wind': 1, 'talkin': 1, 'time': 1, 'melody': 1, 'pull': 1, 'paintin': 1, 'picture': 1, 'paradise': 1, 'water': 1, 'crashin': 1, 'try': 1, 'head': 1, 'high': 1, 'tremble': 1, 'magic': 1, 'happen': 1, 'star': 1, 'gather': 1, 'let': 1, 'boy': 1, 'man': 1}"
